,_id,symbol,candyMachineIds,name,image,categories,description,createdAt,enabledAttributesFilters,isDraft,website,twitter,discord,derivativeDetails,isDerivative,nftImageType,totalItems,updatedAt,__v,flagMessage,isFlagged,rarity,watchlistCount,onChainCollectionAddress,skipMintsAttributesOverride
10,61f6da22d3898b80dc3a388e,robo_cocks,[],Robo Cocks,https://dl.airtable.com/.attachments/8a7ca7d521f3e5ef90ffc12b71d515ac/1852ca78/MERoboCockGIF.gif,"['art', 'pfps']","Robo Cocks is a collection of 3,838 Mecha-Roosters. Backed by a team of battle-hardened, real-world entrepreneurs, NFT collectors, artists, community builders; a project offering its art that shines both as a PFP, as well as a high-definition art piece to be showcased in your galleries. Returning ""NFTs"" back to its origins, which is art for arts sake, backed by crypto-enabled utility. The project aims at revolutionizing staking and breeding systems, as well as building together within its own community, the Cock Coop.",2022-02-22T19:45:24.575Z,True,False,,https://twitter.com/RoboCockNFT,https://discord.gg/robococknft,"{'originLink': '', 'originName': ''}",False,,0.0,,,,False,,,,
11,61bda255abff6174de871723,danger_valley_ducks,[],Danger Valley Ducks,https://dl.airtable.com/.attachments/10f5da72b55ab971a2e3471f0004851e/8b7e841f/duck_main_500.PNG,"['pfps', 'games']","7,777 uniquely generated Danger Valley Ducks on the Solana blockchain. They are a part of the Danger Valley gaming platform.",2021-12-18T08:56:53.231Z,True,False,https://dangervalley.com/,https://twitter.com/danger_valley,https://discord.gg/dangervalley,,,,0.0,,,,,,,,
12,61eb6953fda301e69c545813,balloonsville,['E595MwLgTJapMQjcnsQ4bARCVF2wBMxhWb8YPciyHKaz'],Balloonsville 2.0,https://dl.airtable.com/.attachmentThumbnails/61e29dd1f0a00558d97bb060c1f28d06/ffbd0db4,"['pfps', 'art', 'launchpad']",A community-driven NFT project that brings control back to holders on the #Solana Blockchain. This time for real! ,2022-01-22T02:17:55.085Z,True,False,,https://twitter.com/balloonsville_2,https://discord.gg/xv9cKxmZvz,"{'originLink': '', 'originName': ''}",False,,0.0,2022-02-05T18:20:59.853Z,,,False,,,,
13,61f9f8fbb98400339ffad546,the_fellowship,[],The Fellowship,https://dl.airtable.com/.attachments/ccee336a492ccd83c9ae05ba11f1ed19/777fb45d/d2GWxDzO_400x400.jpg,['pfps'],"The Fellowship is a community of creators, artists, developers, and Solana enthusiasts, who are building tools to positively impact the Solana NFT ecosystem.",2022-02-02T18:02:38.017Z,True,False,,https://twitter.com/FellowshipDAO,https://discord.gg/fellowshipdao,"{'originLink': '', 'originName': ''}",False,,0.0,,,,,,,,
14,61c41744b1fe9c0011bac126,space_runners,['EAJ6w757boibxSWX9rDy4sbWsqc1tqDc6gnbe8QAGhDd'],Space Runners,https://i.imgur.com/nMBgkj6.jpg,"['art', 'sports']","Space Runners is the first NFT Metaverse Fashion brand in collaboration with artists and brands, designing digitally wearable NFTs through Augmented Reality (AR) and plug-in's into the Metaverse as items. 

As the genesis batch, Space Runners teamed up with NBA Champions Kyle Kuzma and Nick Young to launch a 10K Sneaker NFT Collection. Owners of the NFTs become members of an exclusive RUNNERS club, where they can reap members-only benefits such as tickets to NBA basketball games, signed Kyle Kuzma & Nick Young merchandise, exclusive invites to NBA parties & pick up games, auto-whitelist for Space Runners’ next drop, and more.  

Visit www.spacerunners.com for more information.",2021-12-23T06:29:24.297Z,True,False,https://spacerunners.com/,https://twitter.com/spacerunnersnft,https://discord.gg/spacerunners,"{'originLink': '', 'originName': ''}",False,,,,,,False,,,,
15,621961f0814536dcf74f937c,monke_crew,,Monke Crew,https://creator-hub-prod.s3.us-east-2.amazonaws.com/monke_crew_pfp_1645587596402.jpeg,"['pfps', 'art']",A Crew Of 1212 Monkes roaming the Solana Blockchain,2022-02-25T23:10:40.815Z,True,,,https://www.twitter.com/MonkeCrew,https://www.discord.gg/monkecrew,"{'originName': '', 'originLink': ''}",False,,1212.0,,,,False,,,,
16,61f5bdeb82ea3e00104b3740,lux_real_estate,['AGDBeUaKReqE3DdtWq6J9TRAarScBRhGJ77cD82wLNvD'],LUX | Real Estate,https://dl.airtable.com/.attachmentThumbnails/c51e08ceb6a69b87c25a5c636b3ccbef/c194fec1,"['virtual_worlds', 'launchpad']","LUX is a Real Estate VR/PC/AR-based metaverse on Solana. We combine an immersive residential experience with elements of gaming, Play to Earn, Stay to Earn, social media, and digital events, all built on Virtual Reality and with Mobile/desktop users in mind.",2022-01-29T22:21:30.793Z,True,False,,,,"{'originLink': '', 'originName': ''}",False,,,2022-02-04T23:09:06.678Z,,,,,,,
17,61e37737bd85e7b14d4632be,888_anon_club,[],888 Anon Club™,https://dl.airtable.com/.attachments/9c259f9a77967a4e7c0f5f3509af7d9a/0655ca65/888_LOGO.gif,['pfps'],"The 888 Anon Club is a Decentralized Anonymous Organization designed to Govern, Guide and Implement Privacy and ZK protocols to Yami Finance.",2022-01-16T01:39:42.197Z,True,False,https://888anon.xyz,https://twitter.com/888anonclub,https://discord.gg/5uE3saA22D,"{'originLink': '', 'originName': ''}",False,,888.0,,,,,,,,
18,6216bdd8814536dcf74b4cfe,zilla_vs_kong,,Zilla vs Kong,https://creator-hub-prod.s3.us-east-2.amazonaws.com/zilla_vs_kong_pfp_1645596238161.png,"['virtual_worlds', 'art']","888 Zillas and Kongs battling each other ferociously in the Solana metaverse. Holders can take part in staking, breeding and our exclusive Snapshots metaverse world.",2022-02-23T23:06:00.541Z,True,,,https://www.twitter.com/ZillavKongNFT,https://www.discord.gg/snapshots,"{'originName': '', 'originLink': ''}",False,,888.0,,,,,,,,
19,61e310b53d56a50010ef3eab,the_remnants_,[],The Remnants,https://dl.airtable.com/.attachmentThumbnails/bd85825991467bdfcb8b17302d71e022/9908f8cd,"['pfps', 'games']",The Remnants is a collection of 4000 survivors living in Longwood Valley. Send your Remnants on Loot Trips through the Valley in search of loot. Upgrade your Camp to generate tokens and increase your power within Longwood.,2022-01-15T18:22:09.344Z,True,False,,https://twitter.com/RemnantsNFT,https://discord.com/invite/remnantsnft,,,,,,,,,,,,
20,6212ac4c849717e8ab355a19,ghostguys_metaforge,[],Ghost Guys | By Metaforge,https://cdn.discordapp.com/attachments/936098334404395038/944445218801987594/metaforge_discordlogo.gif,['launchpad'],"Ghost Guys are your pass into Metaforge, a Metaverse built on top of Minecraft!
stake, own land, join events, & more!",2022-02-20T21:02:04.336Z,True,False,https://www.metaforge.art/#Roadmap,https://twitter.com/Meta_Forge,https://discord.gg/metaforge,"{'originLink': '', 'originName': ''}",False,,1687.0,2022-02-20T21:02:04.336Z,0.0,,,,,,
21,615018443d226d6a3cfcf30f,thugbirdz,[],Thugbirdz,https://www.arweave.net/nGvadeW0UuvIgzZUyNKaQ-c8400CDQn1FwNthOJ_KUw?ext=png,['pfps'],"A collection of 3,333 uniquely generated, tough and collectible thugbirdz.",2021-09-26T06:50:44.695Z,True,False,,,,,,,3333.0,,,,,,,,
22,61dd7d2cbd85e7b14d16228b,solbouncer,"['527DRMShrs8cN8wkus7HvgPp2azmu1mxsV3wpnpic4Bw', 'Hrq6wmwfMjMLjSJmoFC2CnBi8bEnjieCrhnL5vpEbBqd']",SolBouncers,https://dl.airtable.com/.attachments/af39db7744222115cc6c09ffa9148cbc/1165e55d/ezgif.com-gif-maker.gif,['pfps'],SolBouncers are a rough and tumble band protecting the Parlay Casino,2022-01-11T16:20:38.260Z,True,False,,https://twitter.com/parlaynft,https://www.discord.gg/parlay,,,,0.0,,,,,,,,
23,621a8d87814536dcf73ced7f,zankoku,,Zankoku Cybogrez,https://creator-hub-prod.s3.us-east-2.amazonaws.com/zankoku_pfp_1645042537855.png,"['pfps', 'art']","1111 Cybogrez building on the blockchain 50% Royalties back into the LP.
- Staking
- Building
- Breeding",2022-02-26T20:28:55.109Z,True,,https://zankokuarena.io/,https://www.twitter.com/ZankokuLabz,https://www.discord.gg/zankoku,"{'originName': '', 'originLink': ''}",False,,1111.0,,,,,,,,
24,62157914bd4ec99e9dfbbe39,almost_famous_pandas,[],Almost Famous Pandas,https://dl.airtable.com/.attachmentThumbnails/f271bb023e33a6a0edfc0fdc8c65e37e/36a233b5,['launchpad'],"8888 illustrious Pandas, each bearing a unique mashup of 3D attributes inspired by iconic musicians, out of hibernation to shape the music industry's web3 future.",2022-02-23T00:00:20.996Z,True,False,https://afpnft.com,https://twitter.com/afpnft,https://discord.gg/afpnft,"{'originLink': '', 'originName': ''}",False,,8888.0,2022-02-23T00:00:20.996Z,0.0,,,,,,
25,6216941a814536dcf715ea70,iconicapeclub3d,,Iconic Ape Club 3D,https://creator-hub-prod.s3.us-east-2.amazonaws.com/iconicapeclub3d_pfp_1645327603787.png,"['pfps', 'virtual_worlds']",2999 unique NFTs rendered in 4k. Stake your Iconic Ape to earn $Icon and use it in the Apeverse.,2022-02-23T20:07:54.038Z,True,,iconicapeclub.com,https://www.twitter.com/IconicApeClub,https://www.discord.gg/9aZUrhvBwm,"{'originName': '', 'originLink': ''}",False,,2999.0,,,,,,,,
26,6206a9d9814536dcf76c1d3c,aldermages,[],Alder Mages,https://dl.airtable.com/.attachmentThumbnails/2db0b683d37a41053decadb6e4532b91/fe16d0c8,"['art', 'virtual_worlds']","The 1666 scholars attending Alder Academy each have a unique and distinct design, while also having three stages of evolution which change as they move up in the academy. Enjoy watching your scholar grow in their studies and try to become the most powerful mage in Spellia!",2022-02-11T18:24:26.494Z,True,False,https://aldermages.com/,https://twitter.com/AlderMages,https://discord.gg/alder,"{'originLink': '', 'originName': ''}",False,,1666.0,,,,,,,,
27,62375e54a05f178f17599447,mary_janes,['3rLdEiN83agggYbDcMwn2vnveRu89U1Gks9rqfCna4ZG'],Mary Janes,https://dl.airtable.com/.attachmentThumbnails/51e924b13164838cf3b9af5d0e406177/f9c83c32,['launchpad'],Mary Janes are the female counterpart of Best Buds and will activate staking and breeding capabilities. The community can now passively grow their collection!,2022-03-20T17:03:16.074Z,True,False,https://bestbudsnft.io,https://twitter.com/maryjanenfts,https://discord.gg/looksrarestudio,"{'originLink': '', 'originName': ''}",False,,4200.0,2022-03-20T17:03:16.074Z,0.0,,,"{'showHowrare': True, 'showMoonrank': True}",,,
28,6238cad747a586b15201a8e2,bongheads,,BongHeads,https://creator-hub-prod.s3.us-east-2.amazonaws.com/bongheads_pfp_1646184563972.png,"['pfps', 'art']",2420 BongHeads earning revenue share from our casino games. Holders will be shipped free merch and will earn a percentage of all real-world utilities. 100% of royalties back into the development of the project.,2022-03-21T18:58:31.688Z,True,,,https://www.twitter.com/BongHeadsNFT,https://www.discord.gg/gZsCszbENs,"{'originName': '', 'originLink': ''}",False,,2420.0,,,,,,,,
29,61f3869944c79e001191cc39,best_buds,['8vqBa53noFwhPUxzfJetAneWpxZEnQUbrNdBwnQB55dX'],Best Buds,https://dl.airtable.com/.attachmentThumbnails/c8fc412589cc5a693911c8a42606b6b4/e650bbb9,"['pfps', 'art', 'launchpad']","This is an exciting and new way to position cannabis culture in the NFT space. When you join the Best Bud crew you will get an awesome collectible one-of-one piece of art, join an awesome community, and more!",2022-01-28T06:00:56.940Z,True,False,https://bestbudsnft.io/,https://twitter.com/BestBudsNFTs,https://discord.gg/looksrarestudio,"{'originLink': '', 'originName': ''}",False,,,2022-01-28T21:55:07.279Z,,,False,,,,
30,623378a5d95bb39a4535c8f4,doge_track,['SCL4YPcMCXbWHGPvYxR1e2c7UMFJEZNz88Wr3U8Etj6'],Doge Track: Genesis Doges,https://cdn.discordapp.com/attachments/950886269217558548/955503096245669898/small.gif,['launchpad'],"3D doge racing on the Solana blockchain! The first of it’s kind P2E racing game with a metaverse of different Track NFTs and a stable of Doge NFTs. Earn $DTRK from staking and racing your Doges in order to breed, train, and swag them out. Genesis Doges will also act as exclusive access to our limited supply Track NFT mint. ",2022-03-17T18:06:29.163Z,True,False,https://dogetrack.io,https://twitter.com/theDogeTrack,https://discord.gg/dogetrack,"{'originLink': '', 'originName': ''}",False,,6000.0,2022-03-17T18:06:29.163Z,0.0,,,"{'showHowrare': True, 'showMoonrank': True}",,,
31,62321fe4f30b34001123d4ea,metaops,[],MetaOps,https://pbs.twimg.com/profile_images/1476706468967632908/ObioTnlD_400x400.jpg,"['games', 'pfps']",A First Person Shooter striving to maximize gamers playing experience by giving our players ownership of all of their digital assets earned in game.,2022-03-16T17:35:31.520Z,True,False,,https://twitter.com/MetaOpsGaming,https://discord.gg/nJt3tce873,,,,,,,,,,,,
32,623542dd47a586b152d2f829,cynova_legacy,['EjoUnC6RbJmvuqxY6m5erirnxNqQqMndJYxJ4BBwbcef'],Cynova Legacy,https://creator-hub-prod.s3.us-east-2.amazonaws.com/cynova_legacy_pfp_1647869046312.gif,"['art', 'virtual_worlds']","Welcome to the Cynoverse. Cynova are a community-focused web 3 incubator, marketplace and metaverse brand on the Solana blockchain. The Cynova Legacy is a collection of 5,012 hand drawn NFT’s. Holders are rewarded with passive income, air drops, NovaDAO access and more.",2022-03-19T02:41:33.700Z,True,False,https://cynova.io,https://www.twitter.com/The_Cynova,https://www.discord.gg/CzgTdhGQTf,"{'originName': '', 'originLink': ''}",False,,0.0,,,,,"{'showHowrare': True, 'showMoonrank': True}",,,
33,619b2825105a3600123a5796,taiyo_robotics,['AsbhrsY4posEBmZ8vyAooKtpvyJoWQWTqsSnnZpDmChn'],Taiyo Robotics,https://dl.airtable.com/.attachmentThumbnails/72a25e9d4d6f89582ebddb4e17aad0e6/bd10fa1b,['pfps'],"Taiyo Robotics are 2,121 Robots that have been manufactured on the Solana blockchain. They have been created to protect the world against giant monsters that have plagued earth.",2021-11-22T05:18:29.730Z,True,False,https://taiyorobotics.com/,https://twitter.com/TaiyoRobotics,https://discord.gg/Xr5HTjnA,,,,,,,,,,,,
34,61e44fc0bd85e7b14d38cb1d,sea_shanties,[],Sea Shanties,https://dl.airtable.com/.attachments/a3f250a22a37ba35b1776db5966c49c0/41e970f1/Shanties.jpg,"['art', 'virtual_worlds']","Sea Shanties is a collection of 3,333 gamified NFTs with a membership into DeFi style reward yielding gains. Stake Shanties and earn Triton($TRTN) and LP your tokens in the Poseidon Tide Pool",2022-01-19T23:35:47.270Z,True,False,,https://twitter.com/seashantiessol?s=21,https://discord.gg/8bCRXhqXpF,,,,0.0,,,,,,,,
35,6171e5f9ed491e00102d1048,lotus_gang_nft,[],Lotus Gang NFT,https://dl.airtable.com/.attachmentThumbnails/5183df07a5b80ad546e765748575bed2/b2fe7fd0,['pfps'],"Lotus Gang is a collection of 4,000 randomly generated Lads and Ladies on the Solana Blockchain.",2021-10-21T22:11:59.020Z,True,False,https://lotusgang.com/,https://twitter.com/LotusGangNFT,https://discord.gg/lotusgang,"{'originLink': '', 'originName': ''}",False,,,,,,,,,,
36,621bcc86814536dcf74c968b,spp,,Solana Puppy Pound,https://creator-hub-prod.s3.us-east-2.amazonaws.com/spp_pfp_1645549185578.png,"['games', 'pfps']","4,444 Solana Blockchain Puppies ready to be staked and fight for $TREATS dominance. SPP is the Solana Blockchains first Risky Protocol staking game, different breeds and scenarios give different token yields.",2022-02-27T19:09:58.838Z,True,,http://www.solanapuppypoundnft.com/,https://www.twitter.com/solpuppypound,https://www.discord.gg/solpuppypound,"{'originName': '', 'originLink': ''}",False,,4444.0,,,,,,,,
37,62394bbc629c67001079979d,defiland_gen0,"['Ajp7uzkyPUU35pGdkjZd9Gbe4zgDQXterWY8ZzvP4sCk', '3XE8DuYzqZLKr1XqXrvADRTxXWL91KuakqsKfD3cYoLP', '4exgPiVhpromTi8duBsMnscoodAjU1as13s1AXZGsGHP', '8m4TTZz3RsDVakDSwn7T89GyButxLiMqn2zq7DWfANu7', '5B9AwfGpR5GRYTipUrFuvishUmPA86R5E1JcGodEsPq1', 'CDNsHymcJadDkoXxzhpDe2i6723ezm15QZqkEP91uXij', '8UCcoezxS7sWxZL71H1aobhTsoWbyzKeFibykcEjnree', '3eYyhpeZD2V8iGAdAM8qDPVAgvy7LqbdQBbybnpKgvCu', 'Gk8mH3mPqZuEiQRLqzEcGRVqWVeZ7cjKnbGbpb5z9x1H', 'DhHpYwT9oy75BB8XXb8Fz6HBLxktwqc1yhUPvcCg5GPB', 'CXDvGCdJjr7pT6hPuouT1aQBYw7soWWCRoV7h3YvAYjW', 'FF1uGW7AUvUBskvWNqda1ehFX1jCkvaUk6FRcbWUEaBw']",DeFi Land Gen-0 NFTs,https://dl.airtable.com/.attachmentThumbnails/5271f9b445b46481ade8b84d856a3d88/3cd0fa17,['games'],"DeFi Land Utility NFTs - 8 different types of Utility NFTs to play and earn in DeFi Land Metaverse. Fish, shoot, farm, craft, trade and more to experience the crypto at it's best.",2022-03-22T04:08:27.307Z,True,False,https://linktr.ee/defiland,https://twitter.com/DeFi_Land,https://discord.gg/defiland,"{'originLink': '', 'originName': ''}",False,,,,,,,"{'showHowrare': True, 'showMoonrank': True}",,,
38,618338d769388b0011ca1680,shadowy_super_coder_dao,['71ghWqucipW661X4ht61qvmc3xKQGMBGZxwSDmZrYQmf'],Shadowy Super Coder DAO,https://i.imgur.com/Hqc29kA.jpg,['pfps'],Shadowy Super Coder DAO,2021-11-04T01:35:19.644Z,True,False,https://genesysgo.com/,https://twitter.com/GenesysGo,https://discord.gg/genesysgo,,,,,,,,,,,,
39,620d8e0f8b549900110ffa56,solana_hodl_whales,[],Male HODL Whales,https://dl.airtable.com/.attachmentThumbnails/66520a066193af619411a5747a6c605a/24465ead,"['pfps', 'art']","The HODL Whales are a collection of 3,000 unique whales that are fleeing Earth in the year 6969 trying to avoid extinction. They're on a search for their power source $KRILL that will be essential to sustaining their lives, their companions, and eventually their babies. Our model: breed, stake, earn. ",2022-02-23T07:56:14.204Z,True,False,https://solanahodlwhales.io/,https://twitter.com/SolanaWhalesNFT,https://discord.com/invite/solanahodlwhales,"{'originLink': '', 'originName': ''}",False,,,,,,,"{'showHowrare': True, 'showMoonrank': True}",,,
40,622d4661fd735100112a7ee0,visionary_studios,['6oNpLuaME2HbAgUK4aPvLoPof5VnUXxJPL1eGa6zAKk8'],Visionary Studios,https://dl.airtable.com/.attachmentThumbnails/ebb9d5b86992819aea45c2dcd859c8aa/1e0e4869,['art'],.,2022-03-13T01:18:24.664Z,True,False,https://www.visionarystudios.io/,https://twitter.com/solanavisionary,,"{'originLink': '', 'originName': ''}",False,,,,,,,,,,
41,61a1f729248b6c00101a011e,monkey_kingdom,[],Monkey Kingdom,https://dl.airtable.com/.attachmentThumbnails/b87d6618fb82de28602737938d509678/6f41900c,['pfps'],"The Monkey Kingdom is a collection of 2,222 uniquely generated 32x32 pixels NFTs on the Solana Blockchain. Daily $PEACH token airdrop, staking, breeding, metaverse development and real world exclusive meet-ups and merch collabs.",2021-11-27T09:15:21.349Z,True,False,https://monkeykingdom.io/,https://twitter.com/monkeykingdom_,https://discord.com/invite/mpenf8PMm3,"{'originLink': '', 'originName': ''}",False,,,,,,False,"{'showHowrare': False, 'showMoonrank': False}",,,
42,61d598054bed7a7f48f94b76,quantum_traders,[],Quantum Traders,https://dl.airtable.com/.attachments/c1bbf7661f0d40935bf8dfbe50b340cc/e0cad0b5/ItzsH50B_400x400.jpeg,['pfps'],An alien droid race unbound by time. Brought to life by Yawww to defend our world from scammers and to stabilize our economy with $YAW.,2022-01-05T14:28:24.685Z,True,False,,https://twitter.com/QuantumTraders_,https://discord.gg/yawwwnft,"{'originLink': '', 'originName': ''}",False,,0.0,,,,,"{'showHowrare': False, 'showMoonrank': False}",,,
43,622ee83147a586b152caf7c9,female_hodl_whales,,Female HODL Whales,https://dl.airtable.com/.attachmentThumbnails/7b42f6b117ff33d2bfefd84e3859f3b5/1ffb4571,"['pfps', None]","The Female HODL Whales are a collection of 1,500 unique female whales that are fleeing Earth in the year 6969 trying to avoid extinction. They're on a search for their power source $KRILL that will be essential to sustaining their lives, their companions, and eventually their babies. Our model: breed, stake, earn.",2022-03-14T07:01:05.212Z,True,False,https://solanahodlwhales.io/,https://www.twitter.com/SolanaWhalesNFT,https://www.discord.gg/solanahodlwhales,"{'originName': '', 'originLink': ''}",False,,1500.0,,,,,"{'showHowrare': True, 'showMoonrank': True}",,,
44,622164cefc8e0e0e810fe911,6rings,['GbZajB8oAVn2CX7ebriVYqaCsdcwSpqDCtNcgC6LGn9P'],6 RINGS,https://dl.airtable.com/.attachments/5f065dee60f4bdd7f5020d374ef55f5a/b0029e5b/13v6DArs.gif,['launchpad'],"An homage to the 6 championships of an iconic career, 6 RINGS is a collection of 5005 NFTs on the Solana blockchain that grant its collectors early access to experiences on the HEIR app, along with other exclusive prizes, drops and utility. Become a founding member of HEIR by holding a 6 RINGS NFT.",2022-03-04T01:01:02.835Z,True,False,https://heir.app,https://twitter.com/Heir_Company,https://discord.gg/heir,"{'originLink': '', 'originName': ''}",False,,5005.0,2022-03-04T01:01:02.835Z,0.0,,,"{'showHowrare': False, 'showMoonrank': False}",,,
45,6205f46e10ea7b0011f80cbd,generous_robots_dao,['FRCSh18nmJ47Yx3ueiMMygNE5hsuUKfZzfQ8MPE8AUQ2'],Generous Robots DAO,https://dl.airtable.com/.attachmentThumbnails/4969303980ff319c1caf845e0e7efc7e/dff552de,['pfps'],5555 randomly generated robots on Solana. Each Generous Robot gives you exclusive access to the GR DAO.,2022-02-11T22:12:35.400Z,True,False,https://generousrobots.com,https://twitter.com/generousrobots,https://discord.gg/generousrobots,"{'originLink': '', 'originName': ''}",False,,,,,,False,,,,
46,622a61c64b507310a117f4f4,aiternate_holotabs,['CGzNTKWrujUodyuENaa2AGbgL8A3uxQMLdaF44wDnLpB'],Aiternate - Holotabs,https://dl.airtable.com/.attachments/9bae77bb85c606a82c177d2b60a4f56d/954a88f4/ezgif-2-eb5bcb28e5.gif,['launchpad'],"Aiternate is a web-based metaverse platform based in a spaceship. 
""The Holotabs"" will provide holders access to a private and fully customizable room aboard this spaceship.
Discover the most original and powerful metaverse platform on Solana.",2022-03-10T20:38:30.374Z,True,False,https://aiternate.com/,https://twitter.com/AiternateNFT,https://discord.gg/aiternate,"{'originLink': '', 'originName': ''}",False,,6660.0,2022-03-10T20:38:30.374Z,0.0,,,,,,
